0,500.19305419921875
1,762.232666015625
2,785.2510986328125
3,812.69189453125
4,497.47857666015625
5,593.7518310546875
6,378.1433410644531
7,604.4769897460938
8,407.5010681152344
9,374.6920166015625
10,448.89752197265625
11,375.109619140625
12,291.82330322265625
13,318.725341796875
14,311.542724609375
15,290.231201171875
16,345.26153564453125
17,320.3297424316406
18,239.42115783691406
19,290.91455078125
20,214.211669921875
21,230.44644165039062
22,234.29627990722656
23,248.2802276611328
24,241.55210876464844
25,238.99014282226562
26,239.0675048828125
27,230.4031524658203
28,243.20779418945312
